Soft Skill,ID List,Occurrences,Nombre
trabajo en equipo,"['8AF5D0A8C70DE39F61373E686DCF3405', 'B9C2AEE822A2499861373E686DCF3405', 'B01D353625A50CCB61373E686DCF3405', 'AC6079FBDE163BC761373E686DCF3405', '97ADC4E9C50CF76A61373E686DCF3405', 'D4100C786355A1A461373E686DCF3405', '3C48B1C51B7C7A6461373E686DCF3405', '4C60B3E55DD7BE3C61373E686DCF3405', '818C97B93A5D8A3161373E686DCF3405', '424B6C0DDF95B42D61373E686DCF3405', '970CC2FDB44A995161373E686DCF3405', 'F2F6BF1DD71E3E2361373E686DCF3405', '1B682F9E74ACCAFB61373E686DCF3405', 'E1C2A62323EACD8E61373E686DCF3405', 'B8E8C499D8999F3761373E686DCF3405', '4BFCF7D3346E569361373E686DCF3405', 'FF23D4D25482F2A961373E686DCF3405', '4855B3611440BC6061373E686DCF3405', '34CEE7596EC88C5661373E686DCF3405', '4008DFEFA00474AC61373E686DCF3405', '7F8E2D93EF4252DE61373E686DCF3405', '6B46B9DF2C3A03FA61373E686DCF3405', 'F8FEFAB34DD7861A61373E686DCF3405', '6C68AD5A6A433CE161373E686DCF3405', '23E54ABC0135C83C61373E686DCF3405', '596085AF83B67BA861373E686DCF3405', 'C429A4AE8C8E5D2F61373E686DCF3405', '7AA86FF8F360BABF61373E686DCF3405', '53620149FB240DFC61373E686DCF3405', '2C941B610931B1DA61373E686DCF3405', '1EB01B8183AEB35761373E686DCF3405', '553DCEC8A440926C61373E686DCF3405', 'CCFCBC63962A7E5961373E686DCF3405', 'E846CDBBE1AE57B761373E686DCF3405', '0946FA796C6CEA2B61373E686DCF3405', '214EEA76AFD785D161373E686DCF3405', '2F0B2B8D36CB125561373E686DCF3405', 'DDC3435D4308C5F961373E686DCF3405', 'DC8464CE60C998B161373E686DCF3405', '1AB2F0855D94F23561373E686DCF3405', '5EA8C61D1016C8D661373E686DCF3405', '9DE7E7CBB9E47D8F61373E686DCF3405', 'A7702E56D9EBE4C561373E686DCF3405', '9CDB72CC49A5034C61373E686DCF3405', '85A126C07B72230761373E686DCF3405', '57249056A82E893661373E686DCF3405', '0367896BD3157D2861373E686DCF3405', 'E9854BB1AD750B8361373E686DCF3405', '8F6B72CAD1CCD97661373E686DCF3405', 'A659B498648A20BB61373E686DCF3405', '266BAAF4BC92796B61373E686DCF3405', '3FE04FDA978F202C61373E686DCF3405', '58B80ABBBD68817261373E686DCF3405', 'DCA362297338350B61373E686DCF3405', '67824102D3BF9C1961373E686DCF3405', 'A131627B0AE27D5561373E686DCF3405', '623640540EFF649C61373E686DCF3405', 'D007E545EFF1C29961373E686DCF3405', '3AC40442AF5BBB9F61373E686DCF3405', 'B0A605CBCCEE9AE661373E686DCF3405', '4065D1B90CE9950461373E686DCF3405', 'F742691A4753306D61373E686DCF3405', '528A569B7EF2B53761373E686DCF3405', '77FDD37A975D541361373E686DCF3405', 'C0977409537B9BCB61373E686DCF3405', 'D05233B78827FD9361373E686DCF3405', '805CC752C78003A261373E686DCF3405', '8A2ECFF9A66FC66661373E686DCF3405', 'DAE4B7C73384CFDC61373E686DCF3405', 'F6739A5760563AC761373E686DCF3405', '74F83E4E7AA55D9461373E686DCF3405', '7C359982D063266261373E686DCF3405', 'E2FB1AD131A144DF61373E686DCF3405', 'F1B39C83BE2399D261373E686DCF3405', '6308193FA936C27561373E686DCF3405', '22F25383D5C97FE461373E686DCF3405', '9BFC99A7C4B6113B61373E686DCF3405', '6106D9B9743124BD61373E686DCF3405', '37FE2F94A7E0E84C61373E686DCF3405', 'EB75B000E2C7087761373E686DCF3405', '6BDABC3837B9468561373E686DCF3405', '691123DB47527AB861373E686DCF3405', 'EEB5B8891B29DCBB61373E686DCF3405', '144766602E15630561373E686DCF3405', 'DDB6F9AC7974DACD61373E686DCF3405', '9C45B4D23107363C61373E686DCF3405', '5EFF61431754495861373E686DCF3405', '210170B7301E089161373E686DCF3405', 'AD3F3A5660034E5561373E686DCF3405', '3312293550A5AD3861373E686DCF3405', '2DCBD52C8F9891FF61373E686DCF3405', 'DCB40FBA694492A861373E686DCF3405', '05D6B700DAD4779B61373E686DCF3405', '7C44D0C77D874C0661373E686DCF3405', '23B1B1A32031CA4961373E686DCF3405', '889CB5EB60553A5861373E686DCF3405', '3AA75BD0CC21E8B761373E686DCF3405', '95AA12B3B5A7BF7261373E686DCF3405', '070125E878638AF361373E686DCF3405', 'DBA1EADB15D8C67D61373E686DCF3405', '6810E8DBCE4B2F0C61373E686DCF3405', 'CD5F0A21DB985FFC61373E686DCF3405', 'DD0612C6975F309F61373E686DCF3405', '1DAFEA90BBC6B30C61373E686DCF3405', '7140FCDF4A9970E161373E686DCF3405', '8AD2A76215BB3C7E61373E686DCF3405', '01D966FBD0078B0261373E686DCF3405', '452B21971F28D0CB61373E686DCF3405', '595975384A62619E61373E686DCF3405', 'BA954E647F4C88BC61373E686DCF3405', '004470F08C9F1DB261373E686DCF3405', 'BB6E98612FAB387361373E686DCF3405', 'E0872998FB1CEE1F61373E686DCF3405', '5153D1F0EC8B9B9561373E686DCF3405', '18B33257FC5ED90B61373E686DCF3405', 'FD1D35BE6576981C61373E686DCF3405', '9DABDBD0A923C50261373E686DCF3405', 'C9EC3DBE9A279BCB61373E686DCF3405', '0E0AAA4D8FE4277361373E686DCF3405', '51EDB64BD85B471161373E686DCF3405', '1C8203996C087CBE61373E686DCF3405', '2A1C946BCEDDAB6F61373E686DCF3405', 'C26484139150229D61373E686DCF3405', 'A105A2129AD215D061373E686DCF3405', '444322612733A5CE61373E686DCF3405', '955A5938C3D4BD2861373E686DCF3405', '7B1CBB9324158FD361373E686DCF3405', '56A9EC75CD43905661373E686DCF3405', '8CA2F8C70DA5967961373E686DCF3405', '44FABF2BD6DDDFD961373E686DCF3405', '98E613C80C63808E61373E686DCF3405', '1AC7269F2DF81D5B61373E686DCF3405']",132,Trabajo en Equipo
proactividad,"['8AF5D0A8C70DE39F61373E686DCF3405', 'B9C2AEE822A2499861373E686DCF3405', '7CA219893A282DF861373E686DCF3405', '1C863A7A8C55B70461373E686DCF3405', 'AE9DD2E09008C94C61373E686DCF3405', '466CA4A710718F1061373E686DCF3405', '97ADC4E9C50CF76A61373E686DCF3405', '3C48B1C51B7C7A6461373E686DCF3405', '4C60B3E55DD7BE3C61373E686DCF3405', '82D522B617936F2661373E686DCF3405', 'C22BCA20B1159E4D61373E686DCF3405', '26ABD0454AA0983261373E686DCF3405', '6D3312703575EB2361373E686DCF3405', '517E8127B413B7DC61373E686DCF3405', 'B413E96D7D385A7461373E686DCF3405', 'FCD69D0B06E7244661373E686DCF3405', 'EA4A3441E5D8100E61373E686DCF3405', 'DA4BC0127D985EA761373E686DCF3405', 'E92564043CDB9DB861373E686DCF3405', '951149132856A64C61373E686DCF3405', '9737AA308EBCDD5661373E686DCF3405', '1FE82421F84DBE7561373E686DCF3405', '166360BAF896FDD661373E686DCF3405', '7E93AE7E01B47DA161373E686DCF3405', '1A4047DC419BA57B61373E686DCF3405', 'E3033C3BDBD99DCB61373E686DCF3405', 'F8FEFAB34DD7861A61373E686DCF3405', 'D7F6D5D79822E24061373E686DCF3405', '639432265AD3688061373E686DCF3405', 'A9E6BE798E4814ED61373E686DCF3405', '27B23D6C97D60A1361373E686DCF3405', '24C6EDEEE60392CD61373E686DCF3405', '17A618AD33A186FC61373E686DCF3405', 'EABDE672D81BD04D61373E686DCF3405', 'F6843CF9E294E26161373E686DCF3405', '0A87CBBF6B42848661373E686DCF3405', 'B0AB538ED16746B061373E686DCF3405', '2C941B610931B1DA61373E686DCF3405', '4C921665DED8261B61373E686DCF3405', 'A8AF8E2D7D2AD8FD61373E686DCF3405', '38D7F1A0F7657A2461373E686DCF3405', '0946FA796C6CEA2B61373E686DCF3405', 'CCA2967DE1E1964561373E686DCF3405', 'DE95A30733A35BE861373E686DCF3405', '141ACD2B2FD5DC7C61373E686DCF3405', 'BAA1997E9AFBC74461373E686DCF3405', '5EA8C61D1016C8D661373E686DCF3405', '9CDB72CC49A5034C61373E686DCF3405', 'DDBF1C9FD1EA10E461373E686DCF3405', 'DB8F815572DFA01761373E686DCF3405', 'DB875D128A662ABA61373E686DCF3405', 'A9CB7EDB99640BD961373E686DCF3405', '181125486BEEDF0561373E686DCF3405', 'FC2DDB61308D3E6161373E686DCF3405', '58C8AB64CA70B6F161373E686DCF3405', '74BFA0B0D30B29C361373E686DCF3405', 'DCA362297338350B61373E686DCF3405', 'AF20D5E9BD8554F861373E686DCF3405', '67824102D3BF9C1961373E686DCF3405', '89EAA06B226EF16261373E686DCF3405', '8548B5B4A7BA884161373E686DCF3405', '623640540EFF649C61373E686DCF3405', '0DA1DF4EE5F3858C61373E686DCF3405', 'BC1C96DCA085C6C761373E686DCF3405', 'B5B3500B9520F05861373E686DCF3405', 'F2E38BEDBD8FCFC661373E686DCF3405', 'A96DAA72A1134CDE61373E686DCF3405', '3B2652A68BAB9AE661373E686DCF3405', 'B78BC1E01D844CC761373E686DCF3405', 'A1F2E2009599479B61373E686DCF3405', 'C0977409537B9BCB61373E686DCF3405', 'B34EAF9660BCC26F61373E686DCF3405', '8B866F5B1C00D4B961373E686DCF3405', 'A8E68D3D8E5C0E3561373E686DCF3405', 'B01777CA2A853B1361373E686DCF3405', '8A2ECFF9A66FC66661373E686DCF3405', 'D189154EA687CB8C61373E686DCF3405', '1742A6F9D98A80D461373E686DCF3405', 'EFFB85E34AB05D6261373E686DCF3405', '9EFB1D7623BDB62A61373E686DCF3405', '264C24892AAFBBEB61373E686DCF3405', 'E2B3DC792AFE3DD961373E686DCF3405', '50D792CB616CA4E561373E686DCF3405', 'CA24B06AF25F875161373E686DCF3405', 'A2DD2D346B06278C61373E686DCF3405', '7B7ED69D5A3C767361373E686DCF3405', '3D3A962DB849A7EA61373E686DCF3405', 'B03D5A597C732FD361373E686DCF3405', '974B25685521F9A661373E686DCF3405', '08FAF4FDA060448561373E686DCF3405', '7FDAA962078E9F4A61373E686DCF3405', 'B664140ACF91E75261373E686DCF3405', '9B77E3876E44B74E61373E686DCF3405', '2A7E7706684E284961373E686DCF3405', 'DF8BD25C5AEB026F61373E686DCF3405', 'BBDF7B35332EA02261373E686DCF3405', 'AE13FB418A861E0861373E686DCF3405', 'EBE7310965E0DAF861373E686DCF3405', 'FAB4FDF75EABCAC061373E686DCF3405', 'B9ED9A253308BC1E61373E686DCF3405', '7402C8B7342B77C261373E686DCF3405', 'A7C51F602BC00D9961373E686DCF3405', '4EDF31FF8489399161373E686DCF3405', 'BEAD6D27BA9369CA61373E686DCF3405', '342235578F92160961373E686DCF3405', 'C3603B6A572351D861373E686DCF3405', 'A6DD73063F7C582661373E686DCF3405', 'B6928E62804F13F461373E686DCF3405', '8E0F144CF90E8B2761373E686DCF3405', '76AD02B1DED3680F61373E686DCF3405', '4F647060C46E898161373E686DCF3405', 'B42E992D582344C961373E686DCF3405', '63E9B96CE338AD0A61373E686DCF3405', '3D43C942945A4BC461373E686DCF3405', '081400B0CB37BCD761373E686DCF3405', 'A0EEEEF96C341FFE61373E686DCF3405', '60DA29A958F94DEB61373E686DCF3405', 'CC73457E4C9C61D061373E686DCF3405', '0B0408E6801ABEDC61373E686DCF3405', '9B428E50B25C802D61373E686DCF3405', '04C7ECD2BBEDFCFF61373E686DCF3405', '0193BCB0216F888F61373E686DCF3405', 'CD6575AE46D7203261373E686DCF3405', '6435AC9EC95C8ACD61373E686DCF3405', '144766602E15630561373E686DCF3405', 'FF030103BFE3C71F61373E686DCF3405', '6F4ED0A941F2C2E761373E686DCF3405', 'FFFF21E2082A4C7561373E686DCF3405', '1E22F50592B8FBDA61373E686DCF3405', '57C14475B4A72DD761373E686DCF3405', '095C2B854D09C0A061373E686DCF3405', '4132B115E556543D61373E686DCF3405', '05D97748CF75AF2F61373E686DCF3405', '72BE44B32266EF4B61373E686DCF3405', '7A451E9B85711E7D61373E686DCF3405', 'BD86E1D4AFD7B76761373E686DCF3405', '1F03D31BBEBAE05661373E686DCF3405', '3052709FD2DD3C9361373E686DCF3405', '810B4575E92DAD0B61373E686DCF3405', '595975384A62619E61373E686DCF3405', '0278F10877EF6F9B61373E686DCF3405', '124A4941F8882CEE61373E686DCF3405', '2F29791B3061CFC261373E686DCF3405', 'C5FCF92A7FE0851A61373E686DCF3405', 'A4AFCFA7C0440E6161373E686DCF3405', '1EB22865BBF1F5C961373E686DCF3405', '0EC188B979B6086C61373E686DCF3405', '8E34CE1242EF362061373E686DCF3405', 'FD1D35BE6576981C61373E686DCF3405', '04D4C902BA2F193B61373E686DCF3405', '384739BEB92F9A1461373E686DCF3405', 'F8BC16DE9945ED0A61373E686DCF3405', 'C9EC3DBE9A279BCB61373E686DCF3405', '0FAA8A4AD7DC8B4661373E686DCF3405', '8334BA18D3BE7E2061373E686DCF3405', '0E0AAA4D8FE4277361373E686DCF3405', '008CD11B0CD996B661373E686DCF3405', '51EDB64BD85B471161373E686DCF3405', 'CD3397C449A5F93A61373E686DCF3405', 'E37E6E42E98424E561373E686DCF3405', 'C0326A8C514EFC7461373E686DCF3405', '444322612733A5CE61373E686DCF3405', '955A5938C3D4BD2861373E686DCF3405', '71FB497CF0C68DEA61373E686DCF3405', '733B0D9A9D84222461373E686DCF3405', '796C912E0FABAC2C61373E686DCF3405', 'AB106DCC3E4C071E61373E686DCF3405', 'B54274F74B7E866061373E686DCF3405', '056FA56B228E562661373E686DCF3405', '0099B5C27B6B492C61373E686DCF3405', '9C89F381547248CA61373E686DCF3405', 'A09BEFBC49F28C8361373E686DCF3405', 'E68E5781FB60A86761373E686DCF3405', '8CA2F8C70DA5967961373E686DCF3405', '04E8586361DDA18E61373E686DCF3405', '44739A0EB67016BD61373E686DCF3405', '0B878A101697E07F61373E686DCF3405', '7B80EF2C133AAE4361373E686DCF3405', '107653C5AC564F5661373E686DCF3405', '0A3D9AB7FC76FFC861373E686DCF3405', '2511727E0DBAE7A261373E686DCF3405', '412EF185DA113F2161373E686DCF3405', '9A221AF0A2FA379061373E686DCF3405', '1AC7269F2DF81D5B61373E686DCF3405', '338048A82351CE5A61373E686DCF3405', 'E68082C292423E4161373E686DCF3405', '32D455E0C88761E261373E686DCF3405']",187,Proactividad
aprendizaje,"['C6E8E62B1B85546E61373E686DCF3405', '97ADC4E9C50CF76A61373E686DCF3405', '4C60B3E55DD7BE3C61373E686DCF3405', 'E1C2A62323EACD8E61373E686DCF3405', '951149132856A64C61373E686DCF3405', '9737AA308EBCDD5661373E686DCF3405', '1FE82421F84DBE7561373E686DCF3405', '7F8E2D93EF4252DE61373E686DCF3405', '24F6CC5FFEB99E2A61373E686DCF3405', '0183134624E3212661373E686DCF3405', '2E5B3EA034EFE3D661373E686DCF3405', 'B6E0F31668CD9F1061373E686DCF3405', 'F3F94638D7913D4061373E686DCF3405', 'C8A60642547EE59861373E686DCF3405', '4F498D74F8682AC361373E686DCF3405', 'BBBD9DCF1D90F65361373E686DCF3405', 'F2A5E7D6924C65B061373E686DCF3405', '2A0E0ADFFE179F2261373E686DCF3405', '8BFEF7C7574F5E6D61373E686DCF3405', 'CC7DB0F0728931B361373E686DCF3405', 'B65EF61DE946241261373E686DCF3405', 'A001A775E80DB7E961373E686DCF3405', '2F0B2B8D36CB125561373E686DCF3405', '4E67AB4E87C2E24561373E686DCF3405', '85A126C07B72230761373E686DCF3405', 'C1A95F71CE5D8A9161373E686DCF3405', '8F6B72CAD1CCD97661373E686DCF3405', 'DC39BFEB7C9D706961373E686DCF3405', '0CF7F52325AE2E4261373E686DCF3405', 'DFAA78586C82FECE61373E686DCF3405', '88BCF6D33C57249F61373E686DCF3405', '4065D1B90CE9950461373E686DCF3405', 'F742691A4753306D61373E686DCF3405', '528A569B7EF2B53761373E686DCF3405', 'F6D2DBAEBB6D5D5A61373E686DCF3405', '1742A6F9D98A80D461373E686DCF3405', '82FDC3CA1981395961373E686DCF3405', 'DF8BD25C5AEB026F61373E686DCF3405', 'F1B39C83BE2399D261373E686DCF3405', 'BBDF7B35332EA02261373E686DCF3405', '6BBF335BFC428AC761373E686DCF3405', '6106D9B9743124BD61373E686DCF3405', 'E2F0F9A08BFD2F6161373E686DCF3405', 'F9C01B32D50E30A861373E686DCF3405', '342235578F92160961373E686DCF3405', 'C3603B6A572351D861373E686DCF3405', 'B4443AD9BB87627061373E686DCF3405', 'A0AEEED1BF81064B61373E686DCF3405', '026881C89498C95161373E686DCF3405', '7D621BE08E4FEDDA61373E686DCF3405', 'DB7A53C14F97B84061373E686DCF3405', '6CB048FC974390CA61373E686DCF3405', '9893D5A46685E41761373E686DCF3405', '08D69FA500FF743A61373E686DCF3405', 'B987D258B465DAF661373E686DCF3405', '1FCE5F81B5BEA91D61373E686DCF3405', '0ED09621EE457BCA61373E686DCF3405', 'DCEAD2C010157EC261373E686DCF3405', 'C58923B9F080651761373E686DCF3405', '838F8F724EE3DFAA61373E686DCF3405', '8F4E5FFE2D971DD461373E686DCF3405', 'BBF5EEB4C10A102261373E686DCF3405', 'CAEB79C4FC4E9CFD61373E686DCF3405', '1559182037F088B961373E686DCF3405', '7271243965012D1561373E686DCF3405', 'F063A0B2DE17308261373E686DCF3405', '0216F991D0EBED3761373E686DCF3405', 'D5E0A7F927882F3061373E686DCF3405', '14D8977EE081DCF961373E686DCF3405', '8094E73AF4B7250D61373E686DCF3405', '29753EBE62C482DD61373E686DCF3405', 'EA6846BE177FE04561373E686DCF3405', '392DC417BC1CE56D61373E686DCF3405', '070125E878638AF361373E686DCF3405', '9EED7DD7A4E3F11961373E686DCF3405', '9C488E00D8850F1861373E686DCF3405', '32E3D8AD26E5483161373E686DCF3405', '882F29C697AE975861373E686DCF3405', 'D85EF11F5A5926B261373E686DCF3405', 'AFE95131D12C414261373E686DCF3405', '278B9B891C8D59A061373E686DCF3405', 'C20712756A44772F61373E686DCF3405', '9DEA4C6838FEE45061373E686DCF3405', 'E0872998FB1CEE1F61373E686DCF3405', '583795BF006E04E061373E686DCF3405', '8317A653617C600561373E686DCF3405', 'D1C37F9748F0444061373E686DCF3405', 'C6FC885D6920F1C261373E686DCF3405', '1C8203996C087CBE61373E686DCF3405', '5B4043231F51FAB861373E686DCF3405', 'B1BAD026FF6060C861373E686DCF3405', '9F5B0F51F1DF8C0B61373E686DCF3405', 'D47283613884F4B961373E686DCF3405', 'BFB61F5EB79940CE61373E686DCF3405', '55E07AD68936629761373E686DCF3405', '7E7DFB8D290A30DC61373E686DCF3405', 'DDB4629FE3C4886961373E686DCF3405', '9B89A128730D1AD461373E686DCF3405', '5AF132235906E2A761373E686DCF3405']",99,Aprendizaje
servicio al cliente,"['F57710060E13C97B61373E686DCF3405', '61F3CF3C08D64C5361373E686DCF3405', 'C22BCA20B1159E4D61373E686DCF3405', '57956B753A1FAFA161373E686DCF3405', '517E8127B413B7DC61373E686DCF3405', 'FCD69D0B06E7244661373E686DCF3405', '7B7A09AFDFB0094A61373E686DCF3405', 'D7F6D5D79822E24061373E686DCF3405', '6C68AD5A6A433CE161373E686DCF3405', '4D92DB9EF291DC9761373E686DCF3405', '7BE3A8F8906ECE5861373E686DCF3405', 'BC839942DB8DFC1761373E686DCF3405', 'F6843CF9E294E26161373E686DCF3405', '606DBA0375BA322461373E686DCF3405', 'B79958E9548DB52D61373E686DCF3405', '7A2950532EC1EA7361373E686DCF3405', '1F4BEBEB686A2CA061373E686DCF3405', 'B3E851800E816FF561373E686DCF3405', 'DDC3435D4308C5F961373E686DCF3405', 'DC8464CE60C998B161373E686DCF3405', 'F4C890D154BD2D6861373E686DCF3405', '1060611B270F1F1461373E686DCF3405', '6F8875B744150BF561373E686DCF3405', 'A9CB7EDB99640BD961373E686DCF3405', '530AA24C0BD3FCA061373E686DCF3405', '6E72654FAA89A4EC61373E686DCF3405', '0C79906E9B3B57CB61373E686DCF3405', '67824102D3BF9C1961373E686DCF3405', '89EAA06B226EF16261373E686DCF3405', '623640540EFF649C61373E686DCF3405', '922BCF9344570B4261373E686DCF3405', 'B0A605CBCCEE9AE661373E686DCF3405', '9C634C3A6CFA4CE561373E686DCF3405', 'B44B044B417EB2BD61373E686DCF3405', 'E4A2083C066BBA1561373E686DCF3405', '77FDD37A975D541361373E686DCF3405', 'FC63D60B9534632A61373E686DCF3405', 'CB6D2BA0B76810C161373E686DCF3405', '8B866F5B1C00D4B961373E686DCF3405', '57EE554C8327CE8B61373E686DCF3405', '538FA282AD008AF361373E686DCF3405', 'EB8669AF66F98B4A61373E686DCF3405', '1A1517123024040761373E686DCF3405', 'D4D70964A459A0F161373E686DCF3405', 'A2AD416180726D4D61373E686DCF3405', '08FAF4FDA060448561373E686DCF3405', '2A7E7706684E284961373E686DCF3405', 'E8B861EC0544D4DC61373E686DCF3405', '5A1A094D7CF7F0E961373E686DCF3405', '22F25383D5C97FE461373E686DCF3405', '16985BD6F6B1AE8961373E686DCF3405', 'FC91471D2EF1D61C61373E686DCF3405', '0C20A6A4A63B500761373E686DCF3405', '8DC4A7F95CAF1BA761373E686DCF3405', 'C4A20F3C34D5C46B61373E686DCF3405', 'CBBCBC87B62724EB61373E686DCF3405', '16D2BFE482F81A8A61373E686DCF3405', 'DC5F971F07FD1EB461373E686DCF3405', '0F559A592521EB2361373E686DCF3405', 'EB75B000E2C7087761373E686DCF3405', '91CD2869D34724E961373E686DCF3405', 'FDE3744F8EE4911E61373E686DCF3405', 'EB65C2A40F41DF3E61373E686DCF3405', '39B46C237D8E1C3861373E686DCF3405', '3D9BE18BF816722561373E686DCF3405', '3B4DA50E2403F7F661373E686DCF3405', '2DA0E36D9411732F61373E686DCF3405', '957E7CA6E110CFE161373E686DCF3405', 'EEB5B8891B29DCBB61373E686DCF3405', '1D4ADB812FEB9BBE61373E686DCF3405', 'F6BE0B45E76EAA4A61373E686DCF3405', '356FD1DB7A4C9B9461373E686DCF3405', 'CABABDE4B8E478CA61373E686DCF3405', 'B0D24C89C2B4647F61373E686DCF3405', '05D6B700DAD4779B61373E686DCF3405', 'A34E1C6D3F70278661373E686DCF3405', '4E016106A547262E61373E686DCF3405', '557CC496B378B03261373E686DCF3405', 'AFA972CC7F59E99461373E686DCF3405', 'DD0612C6975F309F61373E686DCF3405', '3D624F23EA558FBD61373E686DCF3405', '452B21971F28D0CB61373E686DCF3405', 'FCD58D48157BABA661373E686DCF3405', '92C8A19BD7C0421D61373E686DCF3405', 'B59E4B5AB1CBF75B61373E686DCF3405', '1EB22865BBF1F5C961373E686DCF3405', '842161F1B8857D5761373E686DCF3405', 'F8E631CAC6F8238A61373E686DCF3405', '71C026E63BC4A2FB61373E686DCF3405', 'D66DB75A87E6208261373E686DCF3405', 'A0DB3147B63899B261373E686DCF3405', '6D811FFD4D836A9F61373E686DCF3405', 'E9843B22E0756A2861373E686DCF3405', '0FAA8A4AD7DC8B4661373E686DCF3405', 'BF20DC5E985625BD61373E686DCF3405', 'C26484139150229D61373E686DCF3405', '121D9C94CFE538A861373E686DCF3405', 'AC1150A1540D952761373E686DCF3405', '127DC570BD6524CD61373E686DCF3405', '125F3880E53C337F61373E686DCF3405', '7B80EF2C133AAE4361373E686DCF3405', '082F34A89000F67061373E686DCF3405', 'CA754D07BB4AAB2961373E686DCF3405', 'E36F2F68B6DD93AE61373E686DCF3405', '4EE4F0E445B1487E61373E686DCF3405']",105,Servicio al cliente
organizacion,"['AC6079FBDE163BC761373E686DCF3405', 'E594446698BF06E961373E686DCF3405', 'FCD69D0B06E7244661373E686DCF3405', '69A160CA66A2B61261373E686DCF3405', '4D92DB9EF291DC9761373E686DCF3405', '0E79BDC1B7B4A9E261373E686DCF3405', 'EABDE672D81BD04D61373E686DCF3405', '3947070BA8B0EA8961373E686DCF3405', '090E0A4D0E18D5FF61373E686DCF3405', 'F760C9820D60C36661373E686DCF3405', '82EFD6CCD2475B6F61373E686DCF3405', '74BFA0B0D30B29C361373E686DCF3405', '4BC76DA7EF8445E661373E686DCF3405', '15805F3197D9DD0F61373E686DCF3405', '8A2ECFF9A66FC66661373E686DCF3405', 'EFFB85E34AB05D6261373E686DCF3405', '16958FACA18EC45061373E686DCF3405', 'AE1F8C44B5AA10D961373E686DCF3405', 'C94BE9CBD3CDDFB161373E686DCF3405', '606D82D0ECAF02F461373E686DCF3405', '7B7ED69D5A3C767361373E686DCF3405', 'B5D0024CCA281C8561373E686DCF3405', '3AF00F7CA47A7B8261373E686DCF3405', '7FDAA962078E9F4A61373E686DCF3405', '27DB05A8F1135BC261373E686DCF3405', 'EBE7310965E0DAF861373E686DCF3405', '66ABD920C297C82F61373E686DCF3405', 'B9ED9A253308BC1E61373E686DCF3405', '041AD06A51EFA67761373E686DCF3405', '0F559A592521EB2361373E686DCF3405', 'B6928E62804F13F461373E686DCF3405', '91CD2869D34724E961373E686DCF3405', '21C1C138A295D0B761373E686DCF3405', 'A34E1C6D3F70278661373E686DCF3405', 'B987D258B465DAF661373E686DCF3405', '527ED1D76796F80761373E686DCF3405', '4132B115E556543D61373E686DCF3405', '7D0E82FDF88FDF2461373E686DCF3405', 'FA8DBE990D91C66861373E686DCF3405', '72BE44B32266EF4B61373E686DCF3405', 'EA1D0074DB567E0261373E686DCF3405', '3D624F23EA558FBD61373E686DCF3405', 'D45ED0B50AEEDCD761373E686DCF3405', '4E9611F642BC92CC61373E686DCF3405', 'BA954E647F4C88BC61373E686DCF3405', '8317A653617C600561373E686DCF3405', 'D1C37F9748F0444061373E686DCF3405', '9D4A57A62074B24361373E686DCF3405', '485B95B7F060141061373E686DCF3405', '04E8586361DDA18E61373E686DCF3405', 'D47283613884F4B961373E686DCF3405', '14FAA3B69067695B61373E686DCF3405', '107653C5AC564F5661373E686DCF3405', '7899106291F8B44861373E686DCF3405', 'CDB9E1B3306547CA61373E686DCF3405']",55,Organización
creatividad,"['97ADC4E9C50CF76A61373E686DCF3405', '970CC2FDB44A995161373E686DCF3405', 'F2F6BF1DD71E3E2361373E686DCF3405', '34CEE7596EC88C5661373E686DCF3405', 'C48A5BAF5445502F61373E686DCF3405', '5EA8C61D1016C8D661373E686DCF3405', '4E67AB4E87C2E24561373E686DCF3405', '57249056A82E893661373E686DCF3405', 'E09BD47C3CA12ED261373E686DCF3405', '248AF1A00C46AB7C61373E686DCF3405', '8F6B72CAD1CCD97661373E686DCF3405', 'FC2DDB61308D3E6161373E686DCF3405', 'B0A605CBCCEE9AE661373E686DCF3405', '44F2DB5A3F71B9DE61373E686DCF3405', '8A2ECFF9A66FC66661373E686DCF3405', 'E2B3DC792AFE3DD961373E686DCF3405', 'CA24B06AF25F875161373E686DCF3405', '780CED53740CFBCD61373E686DCF3405', '6BBF335BFC428AC761373E686DCF3405', 'AB92F0FDE8A43E5B61373E686DCF3405', 'C6A2F8A8542A506161373E686DCF3405', '1E32196F54DF3F5361373E686DCF3405', '63E9B96CE338AD0A61373E686DCF3405', '7D82C7336BEA780B61373E686DCF3405', '1D4ADB812FEB9BBE61373E686DCF3405', '496BE24975622B4361373E686DCF3405', '9C45B4D23107363C61373E686DCF3405', '4A4AEC8D4180886261373E686DCF3405', '112F2A0FABABE29D61373E686DCF3405', '1DAFEA90BBC6B30C61373E686DCF3405', 'FCD58D48157BABA661373E686DCF3405', 'BB6E98612FAB387361373E686DCF3405', '5153D1F0EC8B9B9561373E686DCF3405', '3620466454BA409F61373E686DCF3405', '7B1CBB9324158FD361373E686DCF3405', '98E613C80C63808E61373E686DCF3405', '317F1EF3DB78652161373E686DCF3405']",37,Creatividad
